PLAYER NAME,AVG_ROUND_3_SCORING_AVERAGE,TOTAL STROKES_ROUND_3_SCORING_AVERAGE,TOTAL ROUNDS_ROUND_3_SCORING_AVERAGE,YEAR,AVG_SCORING_AVERAGE_BEFORE_CUT,TOTAL STROKES_SCORING_AVERAGE_BEFORE_CUT,TOTAL ROUNDS_SCORING_AVERAGE_BEFORE_CUT,ROUNDS_PUTTING,AVERAGE_PUTTING,TOTAL SG:PUTTING_PUTTING,MEASURED ROUNDS_PUTTING,ROUNDS_OFF-THE-TEE,AVERAGE_OFF-THE-TEE,TOTAL SG:OTT_OFF-THE-TEE,MEASURED ROUNDS_OFF-THE-TEE,ROUNDS_TEE-TO-GREEN,AVERAGE_TEE-TO-GREEN,SG:OTT_TEE-TO-GREEN,SG:APR_TEE-TO-GREEN,SG:ARG_TEE-TO-GREEN,MEASURED ROUNDS_TEE-TO-GREEN,AVG_FINAL_ROUND_SCORING_AVERAGE,TOTAL STROKES_FINAL_ROUND_SCORING_AVERAGE,TOTAL ROUNDS_FINAL_ROUND_SCORING_AVERAGE,ROUNDS_AROUND-THE-GREEN,AVERAGE_AROUND-THE-GREEN,TOTAL SG:ARG_AROUND-THE-GREEN,MEASURED ROUNDS_AROUND-THE-GREEN,ROUNDS_APPROACH-THE-GREEN,AVERAGE_APPROACH-THE-GREEN,TOTAL SG:APP_APPROACH-THE-GREEN,MEASURED ROUNDS_APPROACH-THE-GREEN,TOP 10_TOP_10_FINISHES,1ST_TOP_10_FINISHES,2ND_TOP_10_FINISHES,3RD_TOP_10_FINISHES,MONEY_CAREER_MONEY_LEADERS,RANK_OFFICIAL_WORLD_GOLF_RANKING,ALL-AROUND_RANKING_DIFF,OFFICIAL_WORLD_GOLF_RANKING_DIFF
Cameron Percy,71.0,284,4,2022,70.93,1064,15,21.0,-0.093,-0.841,9.0,21.0,-0.312,-2.807,9.0,21.0,-0.943,-0.312,-0.199,-0.432,9.0,69.0,207.0,3.0,21.0,-0.432,-3.892,9.0,21.0,-0.199,-1.788,9.0,2.0,0.0,0.0,0.0,4622885.0,325.0,-36.0,5.859999999999999
Rory Sabbatini,71.0,355,5,2022,69.79,1326,19,27.0,0.414,9.103,22.0,27.0,-0.138,-3.03,22.0,27.0,-0.015,-0.138,-0.374,0.496,22.0,71.75,287.0,4.0,27.0,0.496,10.923,22.0,27.0,-0.374,-8.222,22.0,1.0,0.0,0.0,1.0,35795958.0,140.0,-4.0,-2.240000000000002
Alex Smalley,71.0,781,11,2022,70.06,2382,34,53.0,-0.234,-9.135,39.0,53.0,0.272,10.612,39.0,53.0,0.053,0.272,-0.092,-0.128,39.0,70.2,702.0,10.0,53.0,-0.128,-4.974,39.0,53.0,-0.092,-3.588,39.0,1.0,0.0,1.0,0.0,966805.0,199.0,-71.0,11.43
Vaughn Taylor,71.0,426,6,2022,70.37,1337,19,30.0,-0.513,-8.727,17.0,30.0,-0.003,-0.053,17.0,30.0,0.45,-0.003,0.112,0.341,17.0,69.17,415.0,6.0,30.0,0.341,5.789,17.0,30.0,0.112,1.909,17.0,1.0,0.0,0.0,0.0,19269505.0,395.0,-51.0,0.46000000000000085
Adam Svensson,71.11,640,9,2022,70.09,2383,34,50.0,-0.329,-11.176,34.0,50.0,-0.048,-1.646,34.0,50.0,0.067,-0.048,0.24,-0.125,34.0,72.22,650.0,9.0,50.0,-0.125,-4.236,34.0,50.0,0.24,8.165,34.0,2.0,0.0,0.0,0.0,1042347.0,170.0,55.0,0.4200000000000017
Matthias Schwab,71.13,569,8,2022,69.67,1463,21,36.0,0.564,11.852,21.0,36.0,-0.29,-6.1,21.0,36.0,0.579,-0.29,0.402,0.468,21.0,69.88,559.0,8.0,36.0,0.468,9.828,21.0,36.0,0.402,8.442,21.0,3.0,0.0,0.0,0.0,1019459.0,175.0,-13.0,-1.7099999999999937
Curtis Thompson,71.13,569,8,2022,70.88,2268,32,45.0,0.126,3.139,25.0,45.0,0.034,0.845,25.0,45.0,-0.714,0.034,-0.41,-0.337,25.0,71.43,500.0,7.0,45.0,-0.337,-8.427,25.0,45.0,-0.41,-10.255,25.0,1.0,0.0,0.0,0.0,379268.0,415.0,48.0,0.9200000000000017
Anirban Lahiri,71.14,498,7,2022,70.52,2045,29,42.0,0.064,2.053,32.0,42.0,0.316,10.122,32.0,42.0,-0.097,0.316,-0.48,0.067,32.0,72.71,509.0,7.0,42.0,0.067,2.142,32.0,42.0,-0.48,-15.362,32.0,1.0,0.0,1.0,0.0,8666337.0,89.0,-51.0,-0.7799999999999869
Seth Reeves,71.17,427,6,2022,71.3,2139,30,39.0,-0.055,-1.15,21.0,39.0,0.541,11.356,21.0,39.0,-0.582,0.541,-0.425,-0.699,21.0,70.6,353.0,5.0,39.0,-0.699,-14.67,21.0,39.0,-0.425,-8.916,21.0,1.0,0.0,0.0,0.0,594026.0,357.0,52.0,-0.9699999999999989
Brandt Snedeker,71.17,427,6,2022,71.0,2130,30,39.0,-0.157,-4.544,29.0,39.0,-0.306,-8.871,29.0,39.0,-0.32,-0.306,-0.049,0.035,29.0,69.4,347.0,5.0,39.0,0.035,1.028,29.0,39.0,-0.049,-1.428,29.0,0.0,0.0,0.0,0.0,40453147.0,266.0,-41.0,-1.6000000000000014
Adam Long,71.18,783,11,2022,69.97,2309,33,53.0,0.555,22.767,41.0,53.0,-0.029,-1.198,41.0,53.0,-0.245,-0.029,-0.221,0.006,41.0,70.3,703.0,10.0,53.0,0.006,0.229,41.0,53.0,-0.221,-9.078,41.0,0.0,0.0,0.0,0.0,6010028.0,179.0,-19.0,-2.8100000000000023
Graeme McDowell,71.2,356,5,2022,70.4,1760,25,34.0,-0.035,-0.733,21.0,34.0,-0.4,-8.401,21.0,34.0,-0.753,-0.4,0.072,-0.424,21.0,73.2,366.0,5.0,34.0,-0.424,-8.909,21.0,34.0,0.072,1.505,21.0,0.0,0.0,0.0,0.0,18979316.0,377.0,125.0,-1.879999999999999
Doug Ghim,71.22,641,9,2022,70.55,2046,29,46.0,-0.429,-14.603,34.0,46.0,-0.145,-4.916,34.0,46.0,0.329,-0.145,0.383,0.091,34.0,70.33,633.0,9.0,46.0,0.091,3.098,34.0,46.0,0.383,13.018,34.0,1.0,0.0,0.0,0.0,2727538.0,183.0,27.0,-1.1999999999999957
Brandon Hagy,71.25,570,8,2022,71.36,2569,36,48.0,-0.175,-5.244,30.0,48.0,-0.056,-1.682,30.0,48.0,-0.661,-0.056,-0.626,0.021,30.0,71.0,426.0,6.0,48.0,0.021,0.643,30.0,48.0,-0.626,-18.794,30.0,0.0,0.0,0.0,0.0,3179865.0,273.0,15.0,1.7999999999999972
Sean O'Hair,71.25,285,4,2022,70.69,919,13,20.0,0.284,2.837,10.0,20.0,-0.247,-2.472,10.0,20.0,-0.766,-0.247,-0.874,0.354,10.0,71.0,284.0,4.0,20.0,0.354,3.545,10.0,20.0,-0.874,-8.736,10.0,0.0,0.0,0.0,0.0,24575457.0,432.0,197.41144200626957,-0.4299999999999997
Jimmy Walker,71.29,499,7,2022,71.0,2130,30,41.0,-0.3,-9.899,33.0,41.0,-0.565,-18.642,33.0,41.0,-0.248,-0.565,0.101,0.215,33.0,72.0,432.0,6.0,41.0,0.215,7.11,33.0,41.0,0.101,3.344,33.0,0.0,0.0,0.0,0.0,26589737.0,361.0,63.0,-0.8000000000000007
Brian Gay,71.33,428,6,2022,71.61,2005,28,35.0,1.136,27.271,24.0,35.0,-0.897,-21.52,24.0,35.0,-2.156,-0.897,-1.505,0.246,24.0,68.33,205.0,3.0,35.0,0.246,5.906,24.0,35.0,-1.505,-36.129,24.0,0.0,0.0,0.0,0.0,24002728.0,473.0,-18.0,-0.8900000000000006
Kurt Kitayama,71.33,428,6,2022,71.31,1854,26,34.0,-0.189,-3.406,18.0,34.0,-0.349,-6.28,18.0,34.0,-0.341,-0.349,0.395,-0.387,18.0,70.5,282.0,4.0,34.0,-0.387,-6.969,18.0,34.0,0.395,7.114,18.0,1.0,0.0,0.0,1.0,810480.0,202.0,17.0,-1.2100000000000009
Jim Knous,71.33,428,6,2022,70.47,1198,17,27.0,0.517,6.2,12.0,27.0,-0.02,-0.242,12.0,27.0,-0.079,-0.02,-0.818,0.759,12.0,71.2,356.0,5.0,27.0,0.759,9.112,12.0,27.0,-0.818,-9.817,12.0,0.0,0.0,0.0,0.0,719404.0,756.0,-28.0,-0.14999999999999947
Brendan Steele,71.33,642,9,2022,70.45,2043,29,45.0,-0.467,-15.863,34.0,45.0,0.752,25.584,34.0,45.0,0.481,0.752,-0.171,-0.101,34.0,70.0,560.0,8.0,45.0,-0.101,-3.435,34.0,45.0,-0.171,-5.807,34.0,1.0,0.0,1.0,0.0,18797566.0,133.0,-17.0,-2.960000000000001
Andrew Novak,71.38,571,8,2022,70.7,2121,30,42.0,-0.278,-6.105,22.0,42.0,-0.264,-5.798,22.0,42.0,-0.084,-0.264,0.099,0.081,22.0,69.0,414.0,6.0,42.0,0.081,1.776,22.0,42.0,0.099,2.181,22.0,0.0,0.0,0.0,0.0,331180.0,340.0,3.0,1.9499999999999993
Branden Grace,71.4,357,5,2022,71.42,1714,24,34.0,-0.726,-21.053,29.0,34.0,-0.05,-1.46,29.0,34.0,-0.624,-0.05,-0.689,0.115,29.0,69.6,348.0,5.0,34.0,0.115,3.337,29.0,34.0,-0.689,-19.981,29.0,1.0,0.0,0.0,0.0,11956183.0,94.0,0.0,-2.6199999999999903
Richy Werenski,71.43,500,7,2022,71.6,2148,30,40.0,0.202,5.645,28.0,40.0,-0.436,-12.221,28.0,40.0,-0.894,-0.436,-0.267,-0.19,28.0,71.0,355.0,5.0,40.0,-0.19,-5.322,28.0,40.0,-0.267,-7.479,28.0,0.0,0.0,0.0,0.0,5895740.0,269.0,-45.0,1.0900000000000034
Lanto Griffin,71.45,786,11,2022,69.9,2097,30,50.0,0.097,3.897,40.0,50.0,-0.04,-1.597,40.0,50.0,0.158,-0.04,0.361,-0.163,40.0,70.0,770.0,11.0,50.0,-0.163,-6.517,40.0,50.0,0.361,14.427,40.0,3.0,0.0,0.0,1.0,6391522.0,93.0,100.0,-2.799999999999997
Kiradech Aphibarnrat,71.5,429,6,2022,70.58,1341,19,29.0,-0.489,-6.847,14.0,29.0,0.092,1.293,14.0,29.0,-0.748,0.092,-0.568,-0.272,14.0,71.4,357.0,5.0,29.0,-0.272,-3.802,14.0,29.0,-0.568,-7.957,14.0,0.0,0.0,0.0,0.0,3818479.0,239.0,-177.0,0.6599999999999966
Chesson Hadley,71.5,572,8,2022,71.81,2585,36,48.0,0.476,15.224,32.0,48.0,-0.522,-16.703,32.0,48.0,-1.496,-0.522,-0.503,-0.471,32.0,71.17,427.0,6.0,48.0,-0.471,-15.085,32.0,48.0,-0.503,-16.087,32.0,0.0,0.0,0.0,0.0,9184336.0,407.0,11.0,-0.9599999999999973
John Huh,71.5,572,8,2022,70.08,1752,25,39.0,0.104,2.711,26.0,39.0,-0.097,-2.526,26.0,39.0,-0.236,-0.097,0.065,-0.203,26.0,70.29,492.0,7.0,39.0,-0.203,-5.285,26.0,39.0,0.065,1.684,26.0,1.0,0.0,0.0,0.0,9928900.0,282.0,93.0,-0.8100000000000023
Zach Johnson,71.5,429,6,2022,70.81,1912,27,38.0,0.319,10.537,33.0,38.0,-0.392,-12.931,33.0,38.0,-0.526,-0.392,-0.268,0.134,33.0,70.17,421.0,6.0,38.0,0.134,4.411,33.0,38.0,-0.268,-8.848,33.0,0.0,0.0,0.0,0.0,47604440.0,230.0,-55.0,-1.8200000000000003
Sung Kang,71.5,715,10,2022,70.73,2617,37,54.0,0.334,12.026,36.0,54.0,-0.325,-11.7,36.0,54.0,-0.948,-0.325,-0.453,-0.17,36.0,69.67,627.0,9.0,54.0,-0.17,-6.131,36.0,54.0,-0.453,-16.303,36.0,0.0,0.0,0.0,0.0,10126537.0,441.0,116.0,-0.8100000000000023
Peter Malnati,71.5,858,12,2022,70.32,2672,38,59.0,0.082,3.512,43.0,59.0,-0.307,-13.198,43.0,59.0,-0.22,-0.307,0.047,0.039,43.0,71.36,785.0,11.0,59.0,0.039,1.697,43.0,59.0,0.047,2.036,43.0,1.0,0.0,0.0,0.0,5808346.0,280.0,34.0,-1.2700000000000031
Dawie van der Walt,71.5,286,4,2022,71.89,2013,28,32.0,-0.276,-4.974,18.0,32.0,-0.146,-2.634,18.0,32.0,-0.524,-0.146,-0.252,-0.126,18.0,73.5,147.0,2.0,32.0,-0.126,-2.268,18.0,32.0,-0.252,-4.529,18.0,0.0,0.0,0.0,0.0,476992.0,504.0,-38.0,-0.7599999999999998
Nick Watney,71.5,715,10,2022,71.12,2418,34,50.0,0.119,4.516,38.0,50.0,-0.095,-3.598,38.0,50.0,-0.112,-0.095,0.306,-0.323,38.0,70.25,562.0,8.0,50.0,-0.323,-12.277,38.0,50.0,0.306,11.618,38.0,1.0,0.0,1.0,0.0,28939627.0,329.0,13.0,-0.620000000000001
Michael Thompson,71.55,787,11,2022,70.17,2105,30,48.0,0.147,5.582,38.0,48.0,-0.19,-7.212,38.0,48.0,-0.407,-0.19,-0.373,0.156,38.0,69.67,627.0,9.0,48.0,0.156,5.93,38.0,48.0,-0.373,-14.164,38.0,1.0,0.0,0.0,0.0,11769494.0,185.0,-14.0,-2.039999999999999
Joseph Bramlett,71.56,644,9,2022,70.88,2410,34,49.0,-0.986,-34.496,35.0,49.0,0.355,12.409,35.0,49.0,0.33,0.355,0.334,-0.358,35.0,71.25,570.0,8.0,49.0,-0.358,-12.545,35.0,49.0,0.334,11.703,35.0,0.0,0.0,0.0,0.0,1696307.0,219.0,-36.0,-0.09000000000000341
Kevin Chappell,71.57,501,7,2022,70.92,1702,24,35.0,-0.143,-3.424,24.0,35.0,-0.339,-8.143,24.0,35.0,-0.728,-0.339,-0.198,-0.191,24.0,70.0,420.0,6.0,35.0,-0.191,-4.581,24.0,35.0,-0.198,-4.742,24.0,0.0,0.0,0.0,0.0,16651257.0,547.0,-216.0,1.6400000000000006
Justin Lower,71.57,501,7,2022,71.17,1708,24,34.0,-0.841,-13.448,16.0,34.0,-0.874,-13.99,16.0,34.0,-1.129,-0.874,0.085,-0.339,16.0,71.0,355.0,5.0,34.0,-0.339,-5.43,16.0,34.0,0.085,1.36,16.0,0.0,0.0,0.0,0.0,225845.0,426.0,-4.0,1.2100000000000009
J.T. Poston,71.6,358,5,2022,70.77,2194,31,40.0,-0.189,-6.416,34.0,40.0,0.244,8.31,34.0,40.0,-0.13,0.244,-0.422,0.048,34.0,69.2,346.0,5.0,40.0,0.048,1.62,34.0,40.0,-0.422,-14.358,34.0,0.0,0.0,0.0,0.0,7231480.0,208.0,4.0,-2.980000000000004
Henrik Norlander,71.63,573,8,2022,70.58,2188,31,46.0,-0.479,-16.282,34.0,46.0,-0.235,-7.975,34.0,46.0,-0.033,-0.235,0.328,-0.127,34.0,70.0,560.0,8.0,46.0,-0.127,-4.301,34.0,46.0,0.328,11.158,34.0,1.0,0.0,0.0,0.0,4275881.0,225.0,-26.0,-1.9299999999999997
Scott Piercy,71.63,573,8,2022,70.77,2123,30,42.0,-0.072,-2.311,32.0,42.0,-0.276,-8.823,32.0,42.0,-0.407,-0.276,-0.257,0.126,32.0,72.33,434.0,6.0,42.0,0.126,4.036,32.0,42.0,-0.257,-8.24,32.0,0.0,0.0,0.0,0.0,21855805.0,303.0,-50.0,-1.4699999999999989
Roger Sloan,71.67,430,6,2022,70.61,2330,33,44.0,-0.065,-2.157,33.0,44.0,-0.088,-2.888,33.0,44.0,-0.156,-0.088,-0.105,0.036,33.0,71.0,426.0,6.0,44.0,0.036,1.197,33.0,44.0,-0.105,-3.473,33.0,0.0,0.0,0.0,0.0,2868025.0,267.0,6.0,-1.0799999999999983
Michael Gligic,71.71,502,7,2022,71.29,1711,24,35.0,-0.6,-12.59,21.0,35.0,-0.05,-1.04,21.0,35.0,-0.734,-0.05,-0.312,-0.372,21.0,71.5,429.0,6.0,35.0,-0.372,-7.81,21.0,35.0,-0.312,-6.561,21.0,0.0,0.0,0.0,0.0,981129.0,496.0,-13.0,-0.6199999999999992
Scott Gutschewski,71.71,502,7,2022,70.33,1688,24,34.0,-0.261,-4.175,16.0,34.0,-0.305,-4.884,16.0,34.0,0.296,-0.305,0.314,0.288,16.0,70.0,350.0,5.0,34.0,0.288,4.604,16.0,34.0,0.314,5.018,16.0,0.0,0.0,0.0,0.0,1711551.0,706.0,-53.0,-0.34000000000000075
Max McGreevy,71.71,502,7,2022,71.0,2130,30,40.0,0.108,2.592,24.0,40.0,-0.294,-7.044,24.0,40.0,-0.46,-0.294,-0.138,-0.028,24.0,70.2,351.0,5.0,40.0,-0.028,-0.667,24.0,40.0,-0.138,-3.319,24.0,1.0,0.0,1.0,0.0,628965.0,231.0,3.0,0.12999999999999545
Andrew Landry,71.75,287,4,2022,72.14,1587,22,26.0,0.224,3.802,17.0,26.0,-0.051,-0.861,17.0,26.0,-1.63,-0.051,-1.209,-0.37,17.0,67.0,134.0,2.0,26.0,-0.37,-6.295,17.0,26.0,-1.209,-20.553,17.0,2.0,0.0,0.0,0.0,6506738.0,300.0,-11.0,-2.0799999999999983
Francesco Molinari,71.83,431,6,2022,70.11,1262,18,29.0,0.042,1.014,24.0,29.0,-0.302,-7.251,24.0,29.0,-0.444,-0.302,-0.321,0.18,24.0,70.5,423.0,6.0,29.0,0.18,4.313,24.0,29.0,-0.321,-7.709,24.0,1.0,0.0,0.0,0.0,17200291.0,180.0,126.0,-0.9600000000000009
Joshua Creel,72.0,288,4,2022,72.19,1516,21,25.0,0.484,7.262,15.0,25.0,-0.071,-1.062,15.0,25.0,-1.256,-0.071,-0.964,-0.222,15.0,72.0,144.0,2.0,25.0,-0.222,-3.327,15.0,25.0,-0.964,-14.458,15.0,0.0,0.0,0.0,0.0,56278.0,359.0,-12.0,-0.6899999999999977
Bill Haas,72.0,864,12,2022,69.78,2512,36,56.0,-0.056,-1.905,34.0,56.0,-0.247,-8.401,34.0,56.0,-0.301,-0.247,-0.346,0.292,34.0,71.5,715.0,10.0,56.0,0.292,9.939,34.0,56.0,-0.346,-11.761,34.0,0.0,0.0,0.0,0.0,30625459.0,553.0,22.0,1.0099999999999998
Pat Perez,72.0,576,8,2022,70.48,2044,29,42.0,0.126,3.897,31.0,42.0,-0.376,-11.643,31.0,42.0,0.065,-0.376,0.151,0.29,31.0,70.57,494.0,7.0,42.0,0.29,8.987,31.0,42.0,0.151,4.666,31.0,2.0,0.0,0.0,0.0,28490203.0,186.0,31.0,-1.0399999999999991
Adam Schenk,72.0,576,8,2022,70.71,2475,35,49.0,0.166,5.96,36.0,49.0,-0.239,-8.612,36.0,49.0,-0.792,-0.239,-0.021,-0.532,36.0,72.43,507.0,7.0,49.0,-0.532,-19.159,36.0,49.0,-0.021,-0.742,36.0,2.0,0.0,0.0,1.0,4181306.0,176.0,-74.0,1.5799999999999983
Stephan Jaeger,72.14,505,7,2022,71.03,2344,33,45.0,0.279,9.779,35.0,45.0,-1.023,-35.791,35.0,45.0,-0.802,-1.023,-0.258,0.478,35.0,71.5,429.0,6.0,45.0,0.478,16.738,35.0,45.0,-0.258,-9.016,35.0,0.0,0.0,0.0,0.0,1402378.0,174.0,33.0,-2.039999999999999
Danny Willett,72.2,361,5,2022,70.67,1272,18,28.0,-0.298,-5.368,18.0,28.0,0.191,3.438,18.0,28.0,0.39,0.191,-0.299,0.498,18.0,69.8,349.0,5.0,28.0,0.498,8.966,18.0,28.0,-0.299,-5.381,18.0,0.0,0.0,0.0,0.0,5585102.0,158.0,-87.0,-2.1199999999999974
Jared Wolfe,72.2,361,5,2022,71.04,1989,28,35.0,-0.302,-6.944,23.0,35.0,-0.112,-2.569,23.0,35.0,-0.511,-0.112,-0.25,-0.149,23.0,69.75,279.0,4.0,35.0,-0.149,-3.434,23.0,35.0,-0.25,-5.739,23.0,0.0,0.0,0.0,0.0,135692.0,505.0,-23.0,-0.9500000000000011
Kevin Tway,72.22,650,9,2022,70.76,2335,33,47.0,0.458,16.95,37.0,47.0,-0.087,-3.209,37.0,47.0,-0.976,-0.087,-0.836,-0.053,37.0,70.14,491.0,7.0,47.0,-0.053,-1.957,37.0,47.0,-0.836,-30.949,37.0,1.0,0.0,1.0,0.0,6728411.0,263.0,43.0,-0.8800000000000026
Callum Tarren,72.25,289,4,2022,71.4,1785,25,29.0,-0.787,-12.597,16.0,29.0,0.517,8.264,16.0,29.0,-0.229,0.517,-0.084,-0.661,16.0,68.0,136.0,2.0,29.0,-0.661,-10.578,16.0,29.0,-0.084,-1.345,16.0,1.0,0.0,0.0,0.0,186046.0,431.0,56.0,-0.5700000000000003
Hayden Buckley,72.33,651,9,2022,70.76,2406,34,49.0,-0.355,-12.432,35.0,49.0,0.556,19.471,35.0,49.0,0.304,0.556,0.117,-0.369,35.0,69.5,556.0,8.0,49.0,-0.369,-12.909,35.0,49.0,0.117,4.08,35.0,2.0,0.0,0.0,0.0,833684.0,211.0,-12.0,1.3799999999999955
David Lipsky,72.38,579,8,2022,70.38,2393,34,48.0,-0.127,-4.335,34.0,48.0,-0.169,-5.746,34.0,48.0,-0.04,-0.169,0.13,-0.001,34.0,71.38,571.0,8.0,48.0,-0.001,-0.035,34.0,48.0,0.13,4.425,34.0,1.0,0.0,0.0,0.0,926177.0,188.0,-25.0,2.0899999999999963
Doc Redman,72.4,724,10,2022,70.29,2390,34,51.0,0.083,2.911,35.0,51.0,-0.087,-3.053,35.0,51.0,-0.359,-0.087,0.195,-0.467,35.0,71.56,644.0,9.0,51.0,-0.467,-16.34,35.0,51.0,0.195,6.83,35.0,0.0,0.0,0.0,0.0,3909610.0,259.0,-51.0,-0.02999999999999403
Sam Ryder,72.4,724,10,2022,70.46,2466,35,54.0,0.155,6.842,44.0,54.0,-0.235,-10.344,44.0,54.0,-0.292,-0.235,-0.123,0.066,44.0,70.4,704.0,10.0,54.0,0.066,2.903,44.0,54.0,-0.123,-5.415,44.0,2.0,0.0,0.0,0.0,4634631.0,206.0,19.0,-1.1699999999999946
Kyle Stanley,72.4,362,5,2022,71.51,2503,35,43.0,-1.138,-30.731,27.0,43.0,0.235,6.335,27.0,43.0,-0.144,0.235,0.053,-0.432,27.0,67.75,271.0,4.0,43.0,-0.432,-11.651,27.0,43.0,0.053,1.418,27.0,0.0,0.0,0.0,0.0,16973181.0,314.0,15.0,-1.8200000000000003
Kelly Kraft,72.5,290,4,2022,71.33,2140,30,35.0,0.783,18.008,23.0,35.0,-0.602,-13.855,23.0,35.0,-1.773,-0.602,-0.698,-0.472,23.0,72.0,216.0,3.0,35.0,-0.472,-10.86,23.0,35.0,-0.698,-16.057,23.0,0.0,0.0,0.0,0.0,4763539.0,694.0,20.0,-0.15000000000000036
Brice Garnett,72.56,653,9,2022,70.35,2392,34,49.0,0.158,5.206,33.0,49.0,-0.039,-1.285,33.0,49.0,-0.35,-0.039,-0.345,0.034,33.0,71.0,568.0,8.0,49.0,0.034,1.132,33.0,49.0,-0.345,-11.386,33.0,1.0,0.0,0.0,0.0,6021488.0,302.0,-51.0,0.7800000000000011
Austin Cook,72.57,508,7,2022,71.21,1994,28,39.0,-0.032,-0.734,23.0,39.0,-0.231,-5.315,23.0,39.0,-0.989,-0.231,-0.778,0.02,23.0,71.17,427.0,6.0,39.0,0.02,0.465,23.0,39.0,-0.778,-17.904,23.0,0.0,0.0,0.0,0.0,5438872.0,411.0,-8.0,-1.0500000000000007
Brett Drewitt,72.67,436,6,2022,71.67,1720,24,32.0,-1.067,-17.065,16.0,32.0,-0.022,-0.344,16.0,32.0,-0.006,-0.022,-0.403,0.418,16.0,69.75,279.0,4.0,32.0,0.418,6.693,16.0,32.0,-0.403,-6.449,16.0,0.0,0.0,0.0,0.0,301740.0,526.0,-19.0,-0.6799999999999997
Charl Schwartzel,72.67,218,3,2022,72.89,1385,19,23.0,-1.321,-22.458,17.0,23.0,-0.977,-16.615,17.0,23.0,-1.459,-0.977,-0.409,-0.073,17.0,72.0,144.0,2.0,23.0,-0.073,-1.248,17.0,23.0,-0.409,-6.961,17.0,0.0,0.0,0.0,0.0,20175600.0,171.0,-67.0,-2.0600000000000023
Austin Smotherman,72.88,583,8,2022,70.88,1843,26,39.0,-0.381,-9.516,25.0,39.0,0.415,10.367,25.0,39.0,0.575,0.415,0.619,-0.458,25.0,69.71,488.0,7.0,39.0,-0.458,-11.449,25.0,39.0,0.619,15.467,25.0,0.0,0.0,0.0,0.0,359158.0,308.0,29.0,2.030000000000001
Jim Herman,73.0,438,6,2022,70.83,1629,23,33.0,-0.409,-10.219,25.0,33.0,-0.112,-2.79,25.0,33.0,-0.592,-0.112,-0.238,-0.242,25.0,70.4,352.0,5.0,33.0,-0.242,-6.061,25.0,33.0,-0.238,-5.96,25.0,1.0,0.0,0.0,0.0,8213131.0,289.0,54.0,-1.7399999999999984
Peter Uihlein,73.13,585,8,2022,70.58,1694,24,36.0,-0.093,-1.668,18.0,36.0,-0.308,-5.547,18.0,36.0,-0.205,-0.308,-0.047,0.15,18.0,70.67,424.0,6.0,36.0,0.15,2.707,18.0,36.0,-0.047,-0.843,18.0,0.0,0.0,0.0,0.0,4024441.0,285.0,-31.0,7.449999999999999
Bronson Burgoon,73.33,440,6,2022,71.54,2003,28,37.0,0.068,1.839,27.0,37.0,-0.488,-13.178,27.0,37.0,-0.929,-0.488,-0.199,-0.242,27.0,70.8,354.0,5.0,37.0,-0.242,-6.54,27.0,37.0,-0.199,-5.366,27.0,0.0,0.0,0.0,0.0,3891531.0,354.0,99.0,-0.8000000000000007
David Skinns,73.5,441,6,2022,71.5,1859,26,34.0,-0.271,-5.423,20.0,34.0,-0.511,-10.218,20.0,34.0,-0.918,-0.511,-0.361,-0.046,20.0,72.5,290.0,4.0,34.0,-0.046,-0.916,20.0,34.0,-0.361,-7.215,20.0,0.0,0.0,0.0,0.0,145951.0,320.0,-8.0,-0.7800000000000011
Chase Seiffert,74.0,444,6,2022,69.4,1041,15,25.0,-0.209,-2.295,11.0,25.0,-0.138,-1.515,11.0,25.0,0.567,-0.138,0.527,0.177,11.0,69.4,347.0,5.0,25.0,0.177,1.945,11.0,25.0,0.527,5.801,11.0,0.0,0.0,0.0,0.0,1780248.0,392.0,-94.0,0.34999999999999787
